sentence	label	category	augmented
I find myself doodling with it from time to time.	1	Software	False
The tape measure and pin holder are what i like best, the pink color is cute	0	Arts_Crafts_and_Sewing	False
We order it every month for him now.	1	Pet_Supplies	False
I immediately discovered that my choice was a poor one.<br /><br />On the surface, this looks like a very capable version of computerized Sudoku, which is exactly what I was looking for.	0	Video_Games	False
Anything Sandi sings is beautiful ♥️<br />Her voice is so clear and you understand<br />every word!!	0	Digital_Music	False
One plus it is decently made metal and sturdy	0	Automotive	False
In the box they look impressive but If they had used at least one, they most likely would not be so impressed.	0	Health_and_Personal_Care	False
makes it alot eaiser to play games on laptop	1	Video_Games	False
just checked to make sure fit.	1	Patio_Lawn_and_Garden	False
There's a slight pinkish tinge to it, but it's sheer and not very prominent.	1	All_Beauty	False
I’m a book freak & I adore mine!	1	Office_Products	False
Daddy has one and he is learning to play.	1	Musical_Instruments	False
Photo number 1 is before... Feb 17... Photo number 2 is Feb 23.	0	Health_and_Personal_Care	False
Why would I want to pay more for a product than what it is being sold for on the same site.	0	Subscription_Boxes	False
GREAT DEAL ALL THE WAY AROUND.	1	Beauty_and_Personal_Care	False
For the lower price, this is a good alternative.	1	Tools_and_Home_Improvement	False
It offers some very good articles on wildlife and the constant struggles animals face as they fight for survival in a world increasingly dominated by humans.<br /><br />National Wildlife Magazine seeks to inform and educate and its articles include stories about success stories and challenges as well as the occasional article or department that offers up animal trivia and facts.	1	Magazine_Subscriptions	False
- but are also part of the cons below.<br />Cons:<br />* It comes in a million pieces - including extra pieces that apparently do go with the unit?	0	Patio_Lawn_and_Garden	False
Don't fit properly too tight and difficult to get off	0	Automotive	False
Around Christmas I picked out a cute Christmas band which I wore until the season was over.	1	Cell_Phones_and_Accessories	False
Perfect seed starting tray for the home gardener.	1	Patio_Lawn_and_Garden	False
It isn't perfect painting/glitter wise but it's actually pretty good and hand painted blown glass ornaments almost never are &#34;perfect&#34;.	1	Home_and_Kitchen	False
Some nice weekend trails would be awesome!!	0	Magazine_Subscriptions	False
I have worn them twice already (once at night when I was dressed up and once with jeans) and I received a ton of compliments and I was asked where I got them.	1	Amazon_Fashion	False
The quality varies (some are made of rather inexpensive material from China that have that weird cheap factory smell and makes me worry if all the materials used are non-toxic) but the design is often irresistible.	1	Subscription_Boxes	False
They smell right and they work well even when you only use a few drops in your diffuser.	0	Health_and_Household	False
Also, I had to fix the buckles and put them on correctly.	0	Clothing_Shoes_and_Jewelry	False
The case is difficult to open and partially obstructs the camera and corners of the screen.	0	Electronics	False
I came across an item online with the same concept and was completely interested.	0	Home_and_Kitchen	False
I am hoping it will work for our wedding macaroon tower.	1	Home_and_Kitchen	False
Maggie is great, if they’d do more of a story line on her, that’d be entertaining.	0	Movies_and_TV	False
This is a high quality safety gate.	1	Baby_Products	False
purchased for a friend who lost her dad and she loved it	1	Handmade_Products	False
Her face is way too dark - you cannot see her blue eyes as a result.	0	Toys_and_Games	False
A combined birthday and Christmas present for one who knows her own mind.	1	Gift_Cards	False
It will be easier for the pup when she grows up.	1	Pet_Supplies	False
One of the main things for me is an easy on and off - with a big bang appearance.	1	Handmade_Products	False
This must have  120v connected to work.	0	Appliances	False
They seem to work pretty well are cute designs and have held up through multiple washings on the gentle cycle and air fluff or lay flat to dry.	1	Baby_Products	False
There is a learning center section of the software but no real user guide in the format I was looking for; only lots of tips.<br /><br />Besides cropping the video, I also tried to burn my 229.2Mb project to a Memorex CD-RW Platinum that had 654MB capacity.	0	Software	False
You get what you pay for.	0	Automotive	False
Not exactly a ringing endorsement, I know.	0	CDs_and_Vinyl	False
It took 2 hours and my son is a mechanic.	0	Toys_and_Games	False
However, these balls expand into many little flower particles that float in the water.	0	All_Beauty	False
I don't think most sitting down to watch this is going to expect an Oscar worthy plot or anything, it's just a decent Christmas time movie.	1	Movies_and_TV	False
Not sure how this even made it to market... nasty nasty nasty	0	Grocery_and_Gourmet_Food	False
The lid was off centered so te lid was hard to close you really had to push i and down and line it up to latch.	0	Sports_and_Outdoors	False
I have noticed a positive difference in how my body handles outdoor allergens on the days I take this.<br /><br />I gave my grandfather some to try and after three days he ordered it and a week later told me his knee pain was disappearing (I think its due to the increase in his iron).	1	Health_and_Household	False
The reason they would have to be cleaned after each use is because the act of slipping them together after use transfers the germs from the underside of the top one to the top of the other one.<br /><br />My assessment is this is a great idea but impractical in real life.	0	Industrial_and_Scientific	False
Love the access to all my streaming stuff AND my paid dish account.	1	Software	False
This magazine helps me make it to the next trip and gives me more and more ideas about what to do when I am in the state.<br /><br />The magazine is  great collection of fiction, shorts and feature stories that truly let you know what it is like to live in Alaska.	1	Magazine_Subscriptions	False
I wasn’t sure what to expect but I was pleasantly surprised.	1	Kindle_Store	False
They got dirty so I tossed in the washer.	0	Clothing_Shoes_and_Jewelry	False
The magazine has a good deal of information, too, and some might find it surprising that a publication with only 50 pages can include so much in so little space.	1	Magazine_Subscriptions	False
was happy this came out for Christmas at a price I was willing to pay.	1	Video_Games	False
What can you say about a gift card.	1	Gift_Cards	False
This CD has four tracks, and only one of them is one I was interested in.<br /><br />Track 1.	0	Digital_Music	False
Thank God I did not throw out my $5.00 plastic towel rack - this twist-n-lock towel rail advertised here just continued to fall off the shower wall.	0	Tools_and_Home_Improvement	False
The glass shelves are very sturdy and easy to rearrange.	1	Appliances	False
Fun to play but crashes constantly on kindle fire	0	Software	False
What have you done with Andrea Bocelli?	0	CDs_and_Vinyl	False
Sadly, I took a disastrous fall shortly after buying it bc my neighbor blamed my bird feeders for injuring a local squirrel that likes to raid my bird feeders even though I left food for the squirrels too.	1	Office_Products	False
It's just not as deep as the area.	1	Appliances	False
Not even close to the original.	0	Magazine_Subscriptions	False
My new go-to when I need beautiful one-of-a-kind wreaths!	1	Handmade_Products	False
Good explanation of the parts of the loom to how to clean and take care  of a loom.	1	Movies_and_TV	False
I DO NOT RECOMMEND THAT YOU BUT THIS PRODUCT, UNLESS YOU HAVE MONEY TO WASTE.	0	Patio_Lawn_and_Garden	False
Down loaded it for one show, not paying to watch that one show so i uninstalled it	0	Software	False
Purchased the new lamp for the basic jewelry shop work that I have been doing since high school age.	0	Arts_Crafts_and_Sewing	False
I downloaded the kindle unlimited version on a kindle fire hd, not sure if that helps.	0	Kindle_Store	False
Nice shirt really nice quality ( soft !	1	Sports_and_Outdoors	False
However, I personally love the last of the 4 so far.	1	Video_Games	False
I have bought these through the years but this one is junk.	0	Automotive	False
I will say it was successful in that department and could’ve been both but fell short.	0	Handmade_Products	False
I get tired of movies like this, where a whole family comes together this way at a get away.	0	Movies_and_TV	False
Even though I used the same wet sponge for the whole truck.<br />The dry cloth needs to be clean to get the best shine.<br />Last tip, if you aren't sure whether or not you have done a surface gently wipe a micro fiber on it.	1	Automotive	False
With movies taking over Elvis' post-army career, their soundtracks, naturally, became the main focus of his album release schedule.	1	Digital_Music	False
I just wish when you go to the kindle app store, the apps would work really well on any kindle.	0	Software	False
Just the part we were looking for.	1	Automotive	False
Pampers have been my go-to diapers for both of my grandchildren.	1	Baby_Products	False
Not likely to be overly durable.	1	Tools_and_Home_Improvement	False
Self-righteous rockers from the day desperately trying -- and failing -- to appear current and meaningful in a very changed 1988 musical landscape, a million miles from their early '70s salad days.	0	CDs_and_Vinyl	False
I bought this case because it had a high star rating.. WHAT where these people rating??	0	Cell_Phones_and_Accessories	False
This item is a joke, dont waste your money.	0	Unknown	False
It's just a delightful, uplifting mix - as the movie...  Of course, this is just my opinion!	1	CDs_and_Vinyl	False
They could have more BBQ flavor but they still taste great and the bag is huge.	1	Grocery_and_Gourmet_Food	False
It glides on and is a little shiney like Vaseline but also moisturizing like lip balm.	1	Handmade_Products	False
I tried for four months hoping things would change yes there is great stuff in boxes but the polymer it’s self is useless unless your gonna use it for sculpting or something else .	0	Subscription_Boxes	False
I am just getting over the worst hemorrhoids of my life!	1	Health_and_Personal_Care	False
Bought it 3 times and it broke all three times.	0	Unknown	False
I did not rush my review as I wanted to use the chair for a couple of weeks before I give my review.	0	Office_Products	False
The magnet is still very strong through the case.	1	Cell_Phones_and_Accessories	False
I started using this, after I got it from Vine, and honestly after at least 7 times of using it, I see no difference in my dishes at all.	0	Health_and_Household	False
I loved everything in the box like can’t wait to use the Peach and Lily Serum, charcoal mask, and the Osea cleanser.	1	Subscription_Boxes	False
I also like the simple operation.	0	Health_and_Personal_Care	False
Why can't a size 3x be a true 3x  it's hard to buy on line because items don't come standard so one never knows what they are getting when buying clothes on line.	0	Clothing_Shoes_and_Jewelry	False
Honestly, pay a few extra dollars and get the 'classic' sorry board game - better quality and the real rules of the game.	0	Toys_and_Games	False
I just had to replace my old Fitbit 3 to the charge 4.	1	Amazon_Fashion	False
In the future I will try dumping into a small trashcan or lined bucket.<br />I highly recommend this product.	1	Pet_Supplies	False
Good luck getting in the tiny hole.	0	Office_Products	False
Would be nice being I buy 5 each time.	1	Pet_Supplies	False
I love Flowerbomb and this is great for touch ups or when I run out!	1	Handmade_Products	False
The first time I used these socks, they were difficult to pull on, but after washing were easier, and so worthwhile!	1	Health_and_Personal_Care	False
I have thicker cloth masks that are many layers in addition to added filters, but getting the ear hoops to adjust is a challenge - was hoping these would be the answer.	0	Arts_Crafts_and_Sewing	False
I live in chronic pain & I am always trying to find things that will help get my mind off the horrors of living with it day in & day out.	0	Arts_Crafts_and_Sewing	False
While it does contain new material, the overwhelming tracks are from his other albums.	0	Digital_Music	False
Yes, the ones with the 8 ft cables.<br />Plus, a cut-out area for the console, and the factory hdmi and power supply fit it the lid pouch.<br /><br />warning: the stock 3 button controllers won't fit<br /><br />great simple case with good stamp-cut foam padding	1	Video_Games	False
Japan gets this cd a half year ago.	0	CDs_and_Vinyl	False
To ship from the USA to China would cost more than it’s worth.<br /><br />I am 5’4” and weigh about 171 lbs.	0	Unknown	False
It doesn't fit very good I wasn't to disappointed I took a shot.	0	Automotive	False
I feel as though they will last for some to come.	1	Health_and_Personal_Care	False
I wanted to like it but I just could not.	0	Kindle_Store	False
I can't even describe it!<br />For me it ran big, Hugh.	0	Amazon_Fashion	False
For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved).	1	Automotive	False
I have no idea how this could be called 'essentials'.	0	Digital_Music	False
We even tried giving the artwork a second coat thinking the 2 bottles were just off.	0	Industrial_and_Scientific	False
I don't have a lot backed up but do have some.<br />I haven't hung a website up so why?<br />keeps an email available to me, my wife and daughter to communicate with.	1	Software	False
The process, other than having to take my glasses off to read the card number, went flawlessly.	1	Gift_Cards	False
The teeth on these hair combs are too short and don’t stay in your hair.	0	Beauty_and_Personal_Care	False
I have bought all kinds of adhesives to help keep the corners of the rug to lay flat.	1	Industrial_and_Scientific	False
It adhered with nothing stuck under it and only a few bubbles.	0	Cell_Phones_and_Accessories	False
I never hesitate to update my reviews should new info seem useful.	1	Amazon_Fashion	False
All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different.	1	Industrial_and_Scientific	False
So many people<br />Make your life better so remember them!	1	Gift_Cards	False
I have a several on my phone for whenever the time arises.	1	Software	False
We had one from another company on HSN,  that lasted more than 5 years before it fell apart like this just did!!	0	Patio_Lawn_and_Garden	False
They only serve their purpose if you weigh them down....which defeats the purpose.	0	Appliances	False
When I installed one of the drives it was smaller than the others.	1	Electronics	False
So I just leave it plugged in with a long usb cord.	0	Baby_Products	False
I still have them & use them, but storing them is a challenge.	1	Home_and_Kitchen	False
I am happy enough with them and they were inexpensive.	1	Beauty_and_Personal_Care	False
I bought another for my mother-in-law and plan to give it to her when we visit next month.	1	All_Beauty	False
They seem ok when putting on until you go to close the door and if you have a reasonable new house the clearance for hinge tolerance isn't very high to create a better seal.	0	Tools_and_Home_Improvement	False
Me, myself, & I am too old to start learning how to live without appendages so I always make sure something else is between me, myself, & I & anything Me, myself, & I am cutting.	0	Arts_Crafts_and_Sewing	False
This is my second refrigerater with a waterfilter on the bottom and I love it.	1	Appliances	False
"Cannot believe I fell for the good reviews.<br /><br />I felt it necessary to update this review because Amazon held true to its nickname ""A-maze-on"" because they are amazing."	0	Office_Products	False
Mostly old standards with some new ones, very pleased with this album.	1	Digital_Music	False
This is not an essential album, but does have some excellent arrangements thanks to Roger Neumann's tenor and soprano sax, and flute.	1	Digital_Music	False
Cover is hard to get on and keep on the toy.	1	Toys_and_Games	False
$36.00 is a lot for this plastic bin on wheels.	0	Unknown	False
There are sites on the internet where you can print out words in furbish, which you can learn while its learning english.	1	Toys_and_Games	False
Anyway, I buy this, looks nice, a bit of a pain to hook up to the shower wall but okay - do able.	0	Tools_and_Home_Improvement	False
I'm not a fan of strippers.	1	Tools_and_Home_Improvement	False
I might could forgive that if the app actually DID anything.	0	Software	False
So this was a NO good for me.	0	Toys_and_Games	False
I just ordered another package and will be continuing to use them (this brand is far more economical than Pampers brand that I had been using).	1	Baby_Products	False
My 22 year old son has been expanding his sound equipment recently.	1	Musical_Instruments	False
Excellent and very happy with this product!!	1	Automotive	False
The old guy's voice is so sweet with his accent and encouraging comments.	1	Software	False
Literally worst amazon purchase ever & now my inks are trapped in an item I need to return!!!	0	Beauty_and_Personal_Care	False
Back to putting it to finish and test it out.	1	Electronics	False
I wouldn’t say the app was super easy to use, but I figured it out and I’m not a genius.	1	Unknown	False
Disappointed that a chart explaining each color pad was not supplied	0	Automotive	False
We have a Great Dane, he chewed through this toy in no time.	0	Pet_Supplies	False
Very difficult rash for several days.	1	Health_and_Household	False
At most, they might cover four pages tops.	1	Magazine_Subscriptions	False
I was excited to find her name.	1	Amazon_Fashion	False
It was easy to set up.	1	Musical_Instruments	False
All had to be thrown out.<br /><br />This black one is as terrible a pill case as the other colors.	0	Health_and_Personal_Care	False
The strap is just as nice as the photo.	1	Musical_Instruments	False
I can use my fountain pens in it even the cheapest 99 cent ones I buy on eBay.	1	Office_Products	False
Arrived packaged well but missing basket handle	0	Appliances	False
The headphone jack is merely a pass-thru of the audio produced by the PC/phone from the TRRS connector.<br /><br />2) The built-in amplifier of the iRig Pre has a much lower output than a standard microphone preamp.	0	Musical_Instruments	False
A truly boring snoozer of an album, and quite possibly their worst album to that point.	0	CDs_and_Vinyl	False
I'm reviewing this as part of the Quarterly box I've been getting, because Amazon isn't allowing reviews of those not purchased on Amazon.	1	Subscription_Boxes	False
these are OK  a little tooo big  but they work  i had ordered Melita discs and they were so flimsy  !	1	Appliances	False
"There were no ""fun"" puzzles: spending hours sorting through insect parts and bug poop does not count."	0	Video_Games	False
The screw backs are EXTREMELY  small, not at all user friendly.	0	Clothing_Shoes_and_Jewelry	False
Have only had it a few weeks but so far, so good.	1	Electronics	False
We found it to not be distracting.	1	Appliances	False
Arrived in good time and packed well.	1	Movies_and_TV	False
10 year old shih tzu which always lays on wood floor now lays on this.	1	Pet_Supplies	False
A little difficult for kids to use but ok for the price	1	Health_and_Personal_Care	False
Amazon indicated that the seller would email a return label within 48 hours.	0	Appliances	False
Amazon was great and returned it and gave me the red 30 inch Masterbuilt smoker for just $10.00 more.	0	Patio_Lawn_and_Garden	False
do not pay for this go with something else !	0	Home_and_Kitchen	False
First off the Ink Cartridge Refills that this Claim's to Be Refills for, is Not Correct.	0	Office_Products	False
The jungle screens all looked the same.	0	Video_Games	False
They love that the kids ages 1-11 sit quietly & they all credit together.	1	Arts_Crafts_and_Sewing	False
Gong itself has to be positioned perfect or it slides to the side.	0	Musical_Instruments	False
I'd swear I hear some pops and static, as if it was mastered from someone's old personal LP.	0	CDs_and_Vinyl	False
So I tell them where to buy it!!!	1	Cell_Phones_and_Accessories	False
Super happy and got it on promo!	1	Electronics	False
No more digging through totes of yarn to find them.	1	Arts_Crafts_and_Sewing	False
If you've ever used another clip-on tuner you'll find this one almost unusable.	0	Musical_Instruments	False
Today, because the magazine has already published so many articles on historical textiles, the emphasis is more on using historical textiles as inspiration for modern projects.	1	Magazine_Subscriptions	False
They are about twice the size of the Werther’s Chewy caramels that I usually purchase.	1	Grocery_and_Gourmet_Food	False
It's made in the USA.<br />I would buy this product again.	1	Health_and_Personal_Care	False
I couldn't move beyond 28% and that with me trying desperately to get into it.	0	Kindle_Store	False
Hoping I find a faster alternative here on amazon soon.	0	Unknown	False
Is this the last Sorrillo story?	1	Kindle_Store	False
One of the reasons I liked these stools over other options is because there are no buttons or other studs that could be broken, pulled, or chewed off.	1	Home_and_Kitchen	False
I was surprised it was so small , and couldn’t begin to meet my needs.	0	Handmade_Products	False
I'm disappointed because I loved the potential it had in the beginning.	0	Movies_and_TV	False
Try Supergoop mineral sunscreen if you are looking for one.	0	Beauty_and_Personal_Care	False
There are no sharp lines & there is no clear definition.	0	Books	False
Diana is by far the best character at this point, she is the only one who is really evolving into someone new that we all love to root for.	0	Movies_and_TV	False
With the world the way it is now I had to send a gift rather than going to a party.	1	Gift_Cards	False
You can do much much better if you are looking for a product to keep your hair manageable and looking it's best.	0	Beauty_and_Personal_Care	False
I had issues with the little screws and one just broke at the insert tab.	1	Amazon_Fashion	False
The picks, cleaning cloth and canvas gear bag are all serviceable.	0	Musical_Instruments	False
Plus, it just smelled so awful it wasn't worth the effort.	0	Musical_Instruments	False
I will update with any wear or other issues.	0	Cell_Phones_and_Accessories	False
THE GARAGE CAMERA GOES OFF OVER 280 TIMES A DAY.	0	Electronics	False
This was great for a slightly too-short girth!	1	Sports_and_Outdoors	False
I purchased about 5 different color combos of these bracelets and they are GLORIOUS.	1	Handmade_Products	False
One of the 10 rings malfunctioned and a small child brought it back and asked for another one.	0	Toys_and_Games	False
It’s easy to picture all the characters in my mind.	1	Kindle_Store	False
Removes odors effectively and has a nice smell.	1	Health_and_Personal_Care	False
The items are thin, so do not clean completely and evertualy need to be thrown out due to wear.	1	Appliances	False
Beans were tiny - not small, but TINY, they were dry and almost unusable.. only 3 of the 10 i was actually able to cut open and use...	0	Grocery_and_Gourmet_Food	False
Initially it was a great product!	0	Video_Games	False
Easy to walk in, cooler than tennis shoes.	1	Clothing_Shoes_and_Jewelry	False
I can't believe what FOAM products cost.	1	Sports_and_Outdoors	False
The bad part for me was that it seemed so depressing.	1	Movies_and_TV	False
pretty cool to watch: different for me, but I like it: haven't seen all volumes yet, but I'm getting there	1	Movies_and_TV	False
I contacted Amazon and they told me there was nothing they could do about it.	0	Subscription_Boxes	False
There is almost always hard water spots.<br />I decided to try this as a finishing product and I could not believe how great it works.	1	Automotive	False
The buttons, which look as though they have a function, are actually just decorative.	0	Clothing_Shoes_and_Jewelry	False
Other than this, they work as reading glasses.	0	Amazon_Fashion	False
I'm in my mid-fifties and I have been using creams targeted to the neck and chest area for a few years now.	1	All_Beauty	False
I purchased these for an art project with my 5 and 8 year old grandsons.	1	Amazon_Fashion	False
Hopefully this particular CD is a dud.	0	Digital_Music	False
papaw looks longingly at cool toy to paint over facetime.	1	Handmade_Products	False
In addition to using for music, it makes a great book light, too!<br /><br />*I was provided with the music stand light for the purpose of trying out & reviewing.	1	Musical_Instruments	False
I bought these bc they popped upon sale while I was looking at resin or resin molds.	1	Unknown	False
I received these during the 2020 pandemic.	1	Industrial_and_Scientific	False
It was just as much work using this tool.	0	Industrial_and_Scientific	False
But once I started having charging issues that was it for the device.	0	Sports_and_Outdoors	False
Lots of good recipes that are easy and Yum.	1	Magazine_Subscriptions	False
Have 5 cats and got the diet box.	1	Subscription_Boxes	False
I give two stars for the writing alone, but not for story or content.<br />I regret buying this book, and it was free.<br /><br />Let me save you some time.	0	Kindle_Store	False
My house cleaned in 2/3 the normal time and I didn't have to buy replacement pads every time I went to the store.	1	Industrial_and_Scientific	False
It is SUPER frustrating because I have sent all the asked for info.	0	Software	False
I sent the pertinent info regarding my phone, type etc.. all the things I had tried... etc.	0	Patio_Lawn_and_Garden	False
Actual size is 2&#34; x 2 1/2&#34; x 3&#34;.	0	Toys_and_Games	False
.<br />just screen is a little dark.	1	Electronics	False
It also helps my iron absorption but do not take with medications since there are small amounts of other vitamins that can interact with meds.	1	Grocery_and_Gourmet_Food	False
As others reported, the size of the screen is problematic.	0	Software	False
All in all, 2 out of 5 stars.	0	Books	False
A little quality control would be nice.	0	Toys_and_Games	False
I was confused for just a second trying to slide the icons to match them.	1	Software	False
This one has more features, sounds/voices, and more than the other keyboard.	1	Musical_Instruments	False
Both are perfect for the arrangements and compositions on the album.	1	Digital_Music	False
I wish they came in a tighter and thicker version.	1	Health_and_Personal_Care	False
End piece where water comes out kept coming off.	0	Automotive	False
Some of these teas I never would have selected so it’s been a tea adventure.	1	Subscription_Boxes	False
other here get into the depth of the CD and why each song.	1	CDs_and_Vinyl	False
The only thing that could improve is taste its ok could be better but not bad.	1	Grocery_and_Gourmet_Food	False
It's true what they say - you get what you pay for - so don't expect this to be a real quality, long term piece of furniture.	1	Office_Products	False
Extremely difficult to get paper off of caramels.	0	Grocery_and_Gourmet_Food	False
Give the buyers options other than creating more work like I mentioned with the breaking the book apart & scanning it for personal use & printing it on better papers.	1	Books	False
Great value for a set of 25 guitar picks, especially with Amazon Prime!	1	Musical_Instruments	False
If you don't sing and bounce along, you might check to see if you're alive or not!	1	CDs_and_Vinyl	False
I like listening to her talk and to hear her point of view of what our climate is doing at this time.	1	Movies_and_TV	False
This may be meant for kids or animals, but these are very easy to install and work  in the majority of my cases.	1	Baby_Products	False
The zipper on it also tends to come unzipped.	0	Automotive	False
It is not even a box.	0	Subscription_Boxes	False
Not worth it, even as a vine freebie.	0	Baby_Products	False
I like that the rooster swivels, so cute!	1	Tools_and_Home_Improvement	False
Queen is not my favorite band, but I enjoy listening to them occasionally.	1	CDs_and_Vinyl	False
There was nothing about it in the instructions.	0	Beauty_and_Personal_Care	False
They also offered to send me parts that they told me I could switch out.	0	Patio_Lawn_and_Garden	False
THEY BLAME IT ON THE INTERNET SPEED THAT YOU HAVE.	0	Electronics	False
Hardly used and the foam is wrinkled and starting to wear this is the first time I've seen this happen within a month of use I feel I should get a refund so don't waste your money	0	Toys_and_Games	False
The company has refused to replace it!	1	Appliances	False
The whole idea of this movie was cute and could have been a lot better but it just wasn’t delivered in a manner that held my attention.	0	Movies_and_TV	False
There is no Tv listings  times during the day, only for the evening, and it ends at 10:30 pm.	0	Magazine_Subscriptions	False
I like the softnesses of these hair ties.	1	Beauty_and_Personal_Care	False
Nice soft blanket for my dog.	1	Baby_Products	False
It's on my dresser and looks very nice blended with some family photos.	1	Tools_and_Home_Improvement	False
I love getting all of the Supremes top hits on one CD.	1	CDs_and_Vinyl	False
The k-cups work well in my Keurig.	1	Appliances	False
The price of the products come up to about double the cost of the box (approximately $47).	0	Subscription_Boxes	False
This product was easy to assemble and fits snugly over my door frame.	1	Sports_and_Outdoors	False
Every year I seem to buy something that ends up being a family gift.	1	Tools_and_Home_Improvement	False
I purchased the Cob size as he has a smallish QH head.	1	Sports_and_Outdoors	False
So far, no negative effects on my phone, ie... crashes, etc...	1	Software	False
Then, the water barely flowed through the filter.	0	Appliances	False
It is not an easy magazine to find, but I recommend grabbing and reading a copy if you can.	1	Magazine_Subscriptions	False
Suggest reading the few articles at the newstand instead which won't take long unless you are in the market to buy items vended in the magazine.	0	Magazine_Subscriptions	False
Very small bag of same borax you can get at any grocery for less money and bigger box	0	Health_and_Household	False
When I compared it with the filter I removed I could see the top of this filter where the opening is, is way different.	0	Appliances	False
It would be so nice if it didn't come in a million pieces and just worked.	0	Patio_Lawn_and_Garden	False
This was supposed to be a 2 pack and I received only one pillow.	0	Baby_Products	False
Dragons, elves, Orcs, evil kings, frogs.......wonder what's next.	1	Kindle_Store	False
I receive/accept NO free products or discounts that are not available to all shoppers.	0	Patio_Lawn_and_Garden	False
They are pretty & I like the overall design, but the manufacturer needs to fix the handles where the sharp parts are because it’s damaging to your expensive supplies & your body.	1	Tools_and_Home_Improvement	False
How can you read one book in a trilogy and not want to know how it all ends?	1	Kindle_Store	False
Honestly, if you really think you need to purchase a robo pet - try the Joy brand.	0	Toys_and_Games	False
Solidly built and traveler-friendly with a ton of compartments for every little thing one might need to stow away.	1	Electronics	False
96% cotton and 4% spandex - most of the spandex is in the top tank portion of the dress.	1	Amazon_Fashion	False
Drys my hair out after initial application.	0	Beauty_and_Personal_Care	False
That card wasn't reloadable and it's slightly embarrassing to use a prepaid card with $1.78 or whatever left on it.	1	Gift_Cards	False
Last year I just printed off the gift cards which looked kind of cheap even though the cards were for substantial amounts.	1	Gift_Cards	False
It doesn't produce much dust.<br /><br />*I purchased this at a discounted price in exchange for my honest &amp; unbiased review.	1	Musical_Instruments	False
Had such greay stuff yrs ago.	0	Magazine_Subscriptions	False
I am not influenced by any outside source.	0	Cell_Phones_and_Accessories	False
This is also one of the longest Nancy Drew games, with ample opportunity for sleuthing, snooping, and interviewing.	1	Video_Games	False
We like the shapes of the ice cubes.	1	Appliances	False
You &#34;accept&#34; rescue animals, feed, treat, care for them and then they are adopted or released.	1	Software	False
This is very nice and sturdy.	1	Beauty_and_Personal_Care	False
This is the one my son-in-law Brandin picked to make.	1	Arts_Crafts_and_Sewing	False
If I had to do it over again, i wouldn't have wasted my money and just gone ahead and bought something of better quality to begin with.	0	Tools_and_Home_Improvement	False
It twirls with ease and when the sun hits it the rainbows bounce off of it making it fun to watch.	1	Patio_Lawn_and_Garden	False
So much could happen if a bird starts to pull and take apart all the hanging toys they sell nowadays.	1	Pet_Supplies	False
Will have to throw out the whole box.	0	Health_and_Personal_Care	False
I still would recommend looking elsewhere to protect your pc.	0	Software	False
Very cute ornament- it is also pretty large/substantial in size.	1	Home_and_Kitchen	False
And although it's on me, I misplaced or lost this card after only spending about $6 of it.	0	Gift_Cards	False
They hold up and last a long time.	1	Industrial_and_Scientific	False
After it soaks and you wash off the grime, simply place it back on stove burner.	1	Appliances	False
The USB ports didn't work at all and that is what I bought it for.	0	Electronics	False
Even after following the directions they do not work right.	0	Health_and_Household	False
Her character is not likeable at this point and she is totally undeserving of her promotions with the company.<br /><br />And Josh, well, like many other viewers have expressed, he’s a crybaby!	0	Movies_and_TV	False
Shadow at the Water's Edge (SAW) is Nancy Drew's 23rd mystery with Her Interactive, and it's one of the most impressive in terms of story, puzzles, and spooky ambience.	1	Video_Games	False
Lovin this TV edition of the Bathroom Reader.	1	Books	False
Good music, shipping and handling charges were reasonable.	1	CDs_and_Vinyl	False
There’s nothing to dislike besides the price	1	Arts_Crafts_and_Sewing	False
Great to hear these songs again	1	CDs_and_Vinyl	False
I literally used a taxi to move half my stuff (disabled & don’t drive) & was able to fold the bags back down to how they arrived after unpacking to take them back to be packed again.	1	Home_and_Kitchen	False
Looks great on the golf cart.	1	Automotive	False
I ordered, read the directions and used just half of the recommended dosage on all of my peace lilies.	1	Patio_Lawn_and_Garden	False
I put it on for the first time and it broke....I ordered 2, I for my grand daughter and one for myself.	0	Clothing_Shoes_and_Jewelry	False
And if you watch it you’ll see how they dress up as Pulp Fiction characters and they watch Pulp Fiction in the movie, maybe if you don’t get this movie, you wouldn’t get that because you certainly wouldn’t appreciate Tarantino movies if you find so much fault with Life Itself.	1	Movies_and_TV	False
This is a soothing and moving book to read.	1	Digital_Music	False
The grooves are really deep, no sharp edges.	1	Pet_Supplies	False
No complaints, just kudos for a great product.	1	Automotive	False
I chose to remove it when bathing.	0	Sports_and_Outdoors	False
Wrist band started coming off after 3 months of use.	0	Electronics	False
Love having these on hand !	1	Gift_Cards	False
This product worked good for a few days, then it started to pop off the sticky part that attaches the the phone.	0	Cell_Phones_and_Accessories	False
Appealing but common scenario of a girl feeling out-of-place in her own family.	0	Books	False
Misspelled words, incorrect grammar and words that didn't belong in sentences made finishing the book difficult.	0	Kindle_Store	False
Always liked using this when microwaving veggies..it infuses with the steam.	1	Grocery_and_Gourmet_Food	False
The combs are for my 7 yr old great nephew.	1	Beauty_and_Personal_Care	False
After hearing the CD, I felt enlightened, enchanted, craving to hear more of his life (so, I bought 'TIS last week).	1	Movies_and_TV	False
